ticket_id,created_at,category,priority,description,resolution_time_hours,satisfaction_score
1894,2025-05-05 08:31,Account_Access,Medium,Locked out of my account after password expired,5.3,2.3
1895,2025-05-05 09:34,Security,High,Think I clicked a phishing link by accident,1.0,4.2
1896,2025-05-05 11:06,Printer,Medium,Print jobs stuck in queue and won't clear,3.3,4.2
1897,2025-05-05 14:09,Network_VPN,Medium,VPN keeps disconnecting every few minutes,6.2,4.2
1898,2025-05-05 18:21,Software,High,Need Adobe Acrobat installed for contract review,8.6,3.9
1899,2025-05-05 13:25,Email,Medium,"Mailbox full, can't send or receive email",9.6,2.7
1900,2025-05-05 14:07,Email,Medium,"Mailbox full, can't send or receive email",3.7,4.9
1901,2025-05-05 17:05,Software,Medium,License activation error on design software,12.8,2.1
1902,2025-05-05 17:12,Account_Access,Low,Forgot my password and self-service reset isn't working,3.9,3.1
1903,2025-05-05 13:57,Network_VPN,Critical,VPN keeps disconnecting every few minutes,2.8,3.9
1904,2025-05-05 10:08,Network_VPN,Medium,Wi-Fi drops constantly in the east building,11.1,2.7
1905,2025-05-05 08:50,Network_VPN,High,VPN keeps disconnecting every few minutes,4.3,4.2
1906,2025-05-05 07:02,Hardware,High,Screen cracked after laptop bag fell,36.8,4.7
1907,2025-05-06 15:29,Network_VPN,Medium,VPN keeps disconnecting every few minutes,5.9,4.5
1908,2025-05-06 18:09,Security,Critical,Think I clicked a phishing link by accident,0.8,3.6
1909,2025-05-06 18:41,Hardware,High,Laptop won't power on at all,35.2,3.6
1910,2025-05-06 08:29,Network_VPN,High,"Cannot connect to VPN, authentication failed error",6.0,4.7
1911,2025-05-06 16:51,Software,Low,Software freezes whenever I try to export a file,21.1,2.2
1912,2025-05-06 18:43,Software,High,Need Adobe Acrobat installed for contract review,5.9,4.7
1913,2025-05-06 10:48,Hardware,Critical,Laptop won't power on at all,13.8,3.7
1914,2025-05-06 13:10,Network_VPN,Medium,"Cannot connect to VPN, authentication failed error",5.2,3.7
1915,2025-05-06 09:06,Software,Low,Software freezes whenever I try to export a file,11.8,4.4
1916,2025-05-06 07:00,Printer,Medium,Can't add the new printer to my laptop,2.8,4.2
1917,2025-05-06 18:51,Network_VPN,High,VPN keeps disconnecting every few minutes,4.3,3.9
1918,2025-05-06 15:28,Printer,Medium,Can't add the new printer to my laptop,3.8,4.5
1919,2025-05-06 14:39,Hardware,High,Battery drains fully within an hour,5.3,3.8
1920,2025-05-06 08:33,Security,High,Antivirus is flagging a file I downloaded,0.5,3.9
1921,2025-05-06 14:49,Security,Critical,Antivirus is flagging a file I downloaded,1.9,4.3
1922,2025-05-06 17:54,Software,Low,Application keeps crashing on launch,11.0,4.7
1923,2025-05-06 07:41,Security,High,My laptop is acting strange after opening an attachment,0.9,4.9
1924,2025-05-06 14:02,Account_Access,Medium,Need access to the shared finance drive for a project,3.4,3.2
1925,2025-05-07 08:57,Printer,Low,Print jobs stuck in queue and won't clear,2.9,4.3
1926,2025-05-07 17:57,Account_Access,Medium,Requesting elevated access to the deployment pipeline,3.4,2.3
1927,2025-05-07 10:24,Account_Access,Medium,Locked out of my account after password expired,2.5,4.6
1928,2025-05-07 09:13,Email,Medium,"Mailbox full, can't send or receive email",6.8,3.3
1929,2025-05-07 10:40,Security,Medium,My laptop is acting strange after opening an attachment,3.6,2.7
1930,2025-05-07 07:17,Account_Access,Medium,Forgot my password and self-service reset isn't working,2.6,4.5
1931,2025-05-07 11:38,Network_VPN,Medium,Very slow network speeds on corporate Wi-Fi,5.6,4.0
1932,2025-05-07 10:05,Network_VPN,Critical,VPN client won't launch after latest update,2.6,4.3
1933,2025-05-07 14:17,Hardware,High,Laptop fan is extremely loud and it's overheating,37.9,4.4
1934,2025-05-07 16:14,Network_VPN,High,Very slow network speeds on corporate Wi-Fi,2.4,4.0
1935,2025-05-07 07:02,Email,High,Emails to external clients are bouncing back,5.0,4.1
1936,2025-05-08 18:52,Printer,Low,Printer on 3rd floor is offline,4.8,3.2
1937,2025-05-08 18:26,Network_VPN,Medium,Very slow network speeds on corporate Wi-Fi,8.6,2.0
1938,2025-05-08 07:30,Security,High,Think I clicked a phishing link by accident,1.2,5.0
1939,2025-05-08 07:29,Software,Medium,Application keeps crashing on launch,21.7,3.1
1940,2025-05-08 12:40,Hardware,Critical,Battery drains fully within an hour,10.9,4.7
1941,2025-05-08 12:33,Hardware,Critical,Laptop won't power on at all,5.2,4.8
1942,2025-05-08 16:50,Network_VPN,High,Very slow network speeds on corporate Wi-Fi,4.8,4.4
1943,2025-05-08 15:58,Account_Access,Medium,Locked out of my account after password expired,3.4,3.4
1944,2025-05-08 12:23,Software,Low,Need Adobe Acrobat installed for contract review,13.8,2.9
1945,2025-05-08 09:21,Network_VPN,High,VPN client won't launch after latest update,4.1,4.7
1946,2025-05-08 18:13,Account_Access,Medium,Locked out of my account after password expired,5.0,3.1
1947,2025-05-08 13:17,Printer,Low,Print jobs stuck in queue and won't clear,7.5,2.8
1948,2025-05-08 08:30,Network_VPN,Medium,Wi-Fi drops constantly in the east building,8.0,2.8
1949,2025-05-08 17:44,Software,High,Software freezes whenever I try to export a file,6.2,4.1
1950,2025-05-08 13:57,Printer,Low,Printer on 3rd floor is offline,7.4,2.1
1951,2025-05-08 14:09,Network_VPN,Low,VPN keeps disconnecting every few minutes,6.4,4.5
1952,2025-05-08 09:30,Email,Medium,"Mailbox full, can't send or receive email",9.8,2.8
1953,2025-05-08 07:55,Account_Access,High,Requesting elevated access to the deployment pipeline,0.6,3.8
1954,2025-05-08 12:31,Printer,Low,Printer is printing blank pages,4.5,3.0
1955,2025-05-08 09:57,Software,High,Software freezes whenever I try to export a file,6.1,4.0
1956,2025-05-08 11:49,Printer,Medium,Print jobs stuck in queue and won't clear,3.9,4.1
1957,2025-05-08 09:45,Email,Medium,Emails to external clients are bouncing back,6.6,2.2
1958,2025-05-08 17:50,Hardware,Critical,Battery drains fully within an hour,18.3,4.5
1959,2025-05-09 11:23,Network_VPN,Low,VPN keeps disconnecting every few minutes,6.7,2.2
1960,2025-05-09 09:23,Network_VPN,High,VPN client won't launch after latest update,4.7,5.0
1961,2025-05-09 14:49,Hardware,High,Battery drains fully within an hour,8.1,3.5
1962,2025-05-09 15:32,Network_VPN,Critical,Very slow network speeds on corporate Wi-Fi,1.4,5.0
1963,2025-05-09 16:42,Account_Access,Medium,Forgot my password and self-service reset isn't working,3.3,3.4
1964,2025-05-09 08:46,Network_VPN,High,VPN client won't launch after latest update,6.1,4.0
1965,2025-05-09 13:39,Hardware,Medium,Laptop won't power on at all,50.6,2.5
1966,2025-05-09 10:37,Email,Medium,Not receiving any emails since this morning,5.8,2.9
1967,2025-05-09 17:42,Hardware,Medium,Screen cracked after laptop bag fell,28.4,4.8
1968,2025-05-09 07:58,Security,Medium,My laptop is acting strange after opening an attachment,3.4,2.9
1969,2025-05-09 12:00,Software,Low,Requesting install of project management tool,21.6,2.6
1970,2025-05-09 10:46,Account_Access,Medium,Forgot my password and self-service reset isn't working,3.9,2.8
1971,2025-05-10 13:46,Printer,Medium,Can't add the new printer to my laptop,4.3,3.2
1972,2025-05-10 11:30,Email,High,Emails to external clients are bouncing back,3.7,3.7
1973,2025-05-10 08:00,Security,Medium,Antivirus is flagging a file I downloaded,5.8,3.1
1974,2025-05-11 09:12,Software,Medium,License activation error on design software,16.8,3.1
1975,2025-05-11 11:53,Network_VPN,Medium,Very slow network speeds on corporate Wi-Fi,8.1,3.2
1976,2025-05-11 07:09,Software,Medium,Requesting install of project management tool,15.4,2.0
1977,2025-05-12 09:31,Account_Access,Low,Requesting elevated access to the deployment pipeline,4.7,2.4
1978,2025-05-12 08:38,Email,Low,Emails to external clients are bouncing back,8.5,2.7
1979,2025-05-12 14:44,Printer,Medium,Can't add the new printer to my laptop,7.3,2.9
1980,2025-05-12 09:37,Email,Medium,Outlook stuck in offline mode,7.3,3.3
1981,2025-05-12 07:17,Network_VPN,Medium,Wi-Fi drops constantly in the east building,9.6,2.5
1982,2025-05-12 08:32,Account_Access,Low,Forgot my password and self-service reset isn't working,3.3,3.0
1983,2025-05-12 12:55,Network_VPN,High,"Cannot connect to VPN, authentication failed error",4.3,3.8
1984,2025-05-12 15:37,Account_Access,Medium,Forgot my password and self-service reset isn't working,4.8,2.5
1985,2025-05-12 14:26,Account_Access,Low,Need access to the shared finance drive for a project,4.1,2.6
1986,2025-05-12 10:50,Account_Access,Low,Need access to the shared finance drive for a project,2.7,3.8
1987,2025-05-12 09:59,Email,Medium,"Mailbox full, can't send or receive email",9.5,2.2
1988,2025-05-12 16:33,Network_VPN,Medium,Wi-Fi drops constantly in the east building,7.1,3.2
1989,2025-05-12 08:14,Printer,Low,Printer is printing blank pages,4.3,3.1
1990,2025-05-12 08:27,Network_VPN,High,"Cannot connect to VPN, authentication failed error",2.7,3.8
1991,2025-05-12 07:12,Software,Low,Need Adobe Acrobat installed for contract review,20.4,3.1
1992,2025-05-12 07:04,Network_VPN,Medium,VPN client won't launch after latest update,7.9,3.4
1993,2025-05-12 10:37,Account_Access,High,Locked out of my account after password expired,2.7,4.9
1994,2025-05-12 18:17,Email,High,Emails to external clients are bouncing back,1.1,3.7
1995,2025-05-12 16:15,Security,High,Antivirus is flagging a file I downloaded,2.9,4.7
1996,2025-05-12 10:45,Hardware,Low,Laptop won't power on at all,51.9,2.0
1997,2025-05-13 08:59,Security,Critical,Think I clicked a phishing link by accident,1.2,5.0
1998,2025-05-13 09:28,Account_Access,High,New hire needs accounts provisioned before start date,1.8,4.5
1999,2025-05-13 10:32,Software,Low,Need Adobe Acrobat installed for contract review,13.6,2.6
2000,2025-05-13 15:08,Account_Access,High,Locked out of my account after password expired,1.4,4.2
2001,2025-05-13 12:31,Hardware,High,Screen cracked after laptop bag fell,22.9,3.6
2002,2025-05-13 14:14,Network_VPN,Medium,Wi-Fi drops constantly in the east building,10.0,3.0
2003,2025-05-13 14:43,Software,Critical,License activation error on design software,3.5,4.8
2004,2025-05-13 14:33,Account_Access,Critical,Locked out of my account after password expired,1.2,3.7
2005,2025-05-13 08:47,Software,Low,Need Adobe Acrobat installed for contract review,14.3,3.0
2006,2025-05-13 16:54,Security,Medium,Think I clicked a phishing link by accident,5.9,2.5
2007,2025-05-13 18:49,Security,Medium,Received a suspicious email asking for my password,3.8,2.7
2008,2025-05-13 12:30,Software,High,License activation error on design software,10.2,4.9
2009,2025-05-13 14:06,Software,Critical,Requesting install of project management tool,3.9,3.7
2010,2025-05-13 08:47,Network_VPN,Medium,Very slow network speeds on corporate Wi-Fi,9.1,2.2
2011,2025-05-14 17:20,Email,High,Not receiving any emails since this morning,5.4,4.1
2012,2025-05-14 15:49,Network_VPN,High,VPN client won't launch after latest update,5.2,4.5
2013,2025-05-14 11:34,Hardware,Medium,Docking station won't detect external monitor,55.9,2.7
2014,2025-05-14 13:56,Account_Access,Medium,New hire needs accounts provisioned before start date,5.8,2.0
2015,2025-05-14 07:02,Email,Medium,Not receiving any emails since this morning,9.1,2.7
2016,2025-05-14 11:45,Network_VPN,High,Wi-Fi drops constantly in the east building,1.9,4.1
2017,2025-05-14 15:36,Hardware,High,Laptop won't power on at all,20.7,4.3
2018,2025-05-14 14:37,Hardware,Critical,Laptop fan is extremely loud and it's overheating,12.6,4.1
2019,2025-05-14 16:02,Security,Critical,Antivirus is flagging a file I downloaded,0.9,3.6
2020,2025-05-15 17:21,Email,High,Outlook stuck in offline mode,3.6,4.6
2021,2025-05-15 17:15,Hardware,Medium,Docking station won't detect external monitor,41.4,2.5
2022,2025-05-15 11:07,Account_Access,Medium,Forgot my password and self-service reset isn't working,5.7,2.1
2023,2025-05-15 13:36,Account_Access,Medium,Locked out of my account after password expired,2.3,4.5
2024,2025-05-15 12:24,Hardware,Medium,Docking station won't detect external monitor,57.5,2.9
2025,2025-05-15 17:13,Software,Medium,License activation error on design software,20.9,2.2
2026,2025-05-15 11:23,Account_Access,High,New hire needs accounts provisioned before start date,2.3,3.7
2027,2025-05-15 15:13,Security,High,Think I clicked a phishing link by accident,2.8,4.7
2028,2025-05-15 16:47,Account_Access,Medium,Locked out of my account after password expired,4.4,3.2
2029,2025-05-15 15:30,Security,High,Received a suspicious email asking for my password,1.3,4.3
2030,2025-05-15 11:27,Hardware,High,Screen cracked after laptop bag fell,26.2,4.0
2031,2025-05-15 14:42,Software,Low,License activation error on design software,14.4,2.9
2032,2025-05-16 14:13,Network_VPN,High,VPN keeps disconnecting every few minutes,3.8,3.8
2033,2025-05-16 13:59,Software,Low,Requesting install of project management tool,18.2,3.2
2034,2025-05-16 09:47,Software,Medium,Need Adobe Acrobat installed for contract review,13.8,2.2
2035,2025-05-16 08:40,Software,High,License activation error on design software,5.7,4.8
2036,2025-05-16 17:38,Account_Access,Medium,Requesting elevated access to the deployment pipeline,3.3,2.2
2037,2025-05-16 11:29,Account_Access,Low,Need access to the shared finance drive for a project,2.9,3.9
2038,2025-05-16 11:08,Hardware,Medium,Docking station won't detect external monitor,67.5,2.3
2039,2025-05-16 18:31,Network_VPN,High,Wi-Fi drops constantly in the east building,2.0,4.8
2040,2025-05-16 08:57,Printer,High,Printer on 3rd floor is offline,0.8,4.4
2041,2025-05-16 18:53,Security,High,Antivirus is flagging a file I downloaded,2.9,4.1
2042,2025-05-16 17:53,Network_VPN,Medium,VPN keeps disconnecting every few minutes,8.2,2.2
2043,2025-05-16 08:49,Software,Low,Software freezes whenever I try to export a file,22.1,2.4
2044,2025-05-16 18:15,Printer,Medium,Printer is printing blank pages,6.6,3.2
2045,2025-05-16 14:26,Security,Medium,Think I clicked a phishing link by accident,2.8,5.0
2046,2025-05-16 08:20,Account_Access,Low,New hire needs accounts provisioned before start date,4.2,3.0
2047,2025-05-16 09:23,Hardware,High,Docking station won't detect external monitor,36.8,4.8
2048,2025-05-16 16:02,Hardware,High,Screen cracked after laptop bag fell,4.7,5.0
2049,2025-05-16 15:24,Email,High,"Mailbox full, can't send or receive email",4.5,3.9
2050,2025-05-16 10:54,Account_Access,High,Forgot my password and self-service reset isn't working,2.4,4.3
2051,2025-05-16 11:19,Hardware,Critical,Laptop won't power on at all,10.7,5.0
2052,2025-05-16 14:40,Network_VPN,Medium,"Cannot connect to VPN, authentication failed error",10.9,2.2
2053,2025-05-16 14:30,Account_Access,High,Requesting elevated access to the deployment pipeline,1.3,3.6
2054,2025-05-16 09:44,Printer,Medium,Printer is printing blank pages,7.4,3.2
2055,2025-05-16 18:20,Account_Access,Medium,Locked out of my account after password expired,4.5,3.2
2056,2025-05-16 14:50,Hardware,High,Laptop won't power on at all,25.8,3.8
2057,2025-05-17 09:15,Network_VPN,High,"Cannot connect to VPN, authentication failed error",2.7,3.6
2058,2025-05-18 12:28,Printer,Medium,Print jobs stuck in queue and won't clear,6.4,3.2
2059,2025-05-18 11:12,Hardware,Medium,Battery drains fully within an hour,57.1,3.2
2060,2025-05-18 16:14,Network_VPN,Medium,Wi-Fi drops constantly in the east building,11.0,3.4
2061,2025-05-18 08:29,Network_VPN,Critical,VPN keeps disconnecting every few minutes,2.8,4.4
2062,2025-05-19 09:05,Account_Access,Low,Need access to the shared finance drive for a project,4.5,2.9
2063,2025-05-19 13:49,Security,Critical,Think I clicked a phishing link by accident,0.7,4.6
2064,2025-05-19 10:12,Email,High,Not receiving any emails since this morning,3.2,3.8
2065,2025-05-19 10:38,Security,High,Antivirus is flagging a file I downloaded,1.9,3.7
2066,2025-05-19 09:01,Account_Access,High,Forgot my password and self-service reset isn't working,1.0,3.8
2067,2025-05-19 16:43,Account_Access,Medium,Forgot my password and self-service reset isn't working,3.9,2.4
2068,2025-05-19 18:25,Software,Low,Need Adobe Acrobat installed for contract review,10.0,4.0
2069,2025-05-19 08:35,Software,Medium,Requesting install of project management tool,19.8,2.4
2070,2025-05-19 16:42,Network_VPN,Critical,Wi-Fi drops constantly in the east building,2.3,4.0
2071,2025-05-19 13:42,Security,Low,Received a suspicious email asking for my password,4.1,2.6
2072,2025-05-19 14:59,Account_Access,Low,New hire needs accounts provisioned before start date,2.8,3.8
2073,2025-05-19 09:16,Account_Access,Low,Requesting elevated access to the deployment pipeline,3.4,2.8
2074,2025-05-19 11:47,Network_VPN,Critical,VPN keeps disconnecting every few minutes,2.4,5.0
2075,2025-05-19 11:33,Account_Access,Medium,Requesting elevated access to the deployment pipeline,5.5,2.9
2076,2025-05-19 09:35,Account_Access,Medium,Need access to the shared finance drive for a project,6.0,3.1
2077,2025-05-19 07:30,Email,Low,Not receiving any emails since this morning,4.6,3.8
